"Id","IsDeleted","MasterRecordId","Name","Type","ParentId","BillingStreet","BillingCity","BillingState","BillingPostalCode","BillingCountry","BillingLatitude","BillingLongitude","BillingGeocodeAccuracy","ShippingStreet","ShippingCity","ShippingState","ShippingPostalCode","ShippingCountry","ShippingLatitude","ShippingLongitude","ShippingGeocodeAccuracy","Phone","Fax","AccountNumber","Website","Sic","Industry","AnnualRevenue","NumberOfEmployees","Ownership","TickerSymbol","Description","Rating","Site","OwnerId","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastActivityDate","Jigsaw","JigsawCompanyId","AccountSource","SicDesc","Current_Participant__c","Provider_Type__c","Org_ID__c","Primary_Email__c","Participation_Level__c","Alternate_ID__c","Primary_Address__Street__s","Primary_Address__City__s","Primary_Address__PostalCode__s","Primary_Address__StateCode__s","Primary_Address__CountryCode__s","Primary_Address__Latitude__s","Primary_Address__Longitude__s","Primary_Address__GeocodeAccuracy__s","Year_6_Milestone_Pass_Rate__c","Additional_Addresses__c","TIN_s__c","Sites__c","County_s__c","Location_Type__c","NCQA_Status__c","TI_Program_Participation__c","Clinic_NPI_s__c","Year_6_Incentive_Payment__c","DBA_Name__c","Primary_Contact__c","ACO__c","Justice_Decision__c","Competitive_Region__c","Justice_Contact_Name__c","JusticePartnerEmails__c","TI_Participation_Level__c","Current_Participant_Status__c","QIC_Attendance__c","TI_Eligibility__c"
"001Hs000037iLd0IAE","0","","1ST CARE MEDICAL CLINIC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:38:19","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","203928729","1stcaremedical@gmail.com","","","","","","","","","","","","","203928729","","","None","None","TI 1.0 Participant","","","1st Care Medical Clinic","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult BH: No Application;Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Adult PCP: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds BH: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Peds PCP: Eligible;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application;Y1 - Justice: No Application;Y1 - Justice: No Application"
"001Hs000037iLd1IAE","0","","COLORADO RIVER BEHAVIORAL HEAL","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(928) 244-0489","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:48:54","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT BH","204215998","bkeith@crbhs.com","","","","","","","","","","","","","204215998","","","None","None","New TI Participant","","","Colorado River Behavioral Health","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLd2IAE","0","","RODD AKING","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(623) 873-0112 ext 3010","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:10:14","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT PCP","205081945","jhurtado@trinitymedicine.com","","","","","","","","","","","","","205081945","","","None","None","TI 1.0 Participant","","","Trinity Adult Medicine","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLd3IAE","0","","CHANDLER PEDIATRICS LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:45:29","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","PEDS PCP","205644608","j.duran@chandlerpediatrics.com","","","","","","","","","","","","","205644608","","","None","None","New TI Participant","","","Chandler Pediatrics","","Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLd4IAE","0","","DISTRICT MEDICAL GROUP INC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(602) 470-5572","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:56:53","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","PEDS BH;PEDS PCP","208106540","veronica_ojeda@dmgaz.org","","","","","","","","","","","","","208106540","","","None","None","TI 1.0 Participant","","","District Medical Group","","None","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLd5IAE","0","","PINNACLE FAMILY MEDICINE PLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(623) 935-9600","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:18:33","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT PCP","208404749","stacey@pinnaclefamilydoctor.com","","","","","","","","","","","","","208404749","","","None","None","TI 1.0 Participant","","","Pinnacle Family Medicine","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLd6IAE","0","","DEVEREUX FOUNDATION","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-03-06 18:42:20","005Hs00000CSLH8IAP","2025-03-06 18:42:20","2025-03-04 00:00:00","","","","","0","PEDS BH","231390618","yjackson@devereux.org","","","","","","","","","","","","","231390618","","","None","None","New TI Participant","","","Devereux Foundation","","None","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLd7IAE","0","","CODAC HEALTH RECOVERY & WELLN","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(520) 262-7876","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:48:22","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP","237086112","nhuggett@codac.org","","","","","","","","","","","","","237086112","","","None","None","TI 1.0 Participant","","","CODAC Health Recovery & Wellness","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLd8IAE","0","","PLEASANT PEDIATRICS PLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:19:07","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","PEDS PCP","260679368","wolfr@pleasantpediatrics.com","","","","","","","","","","","","","260679368","","","None","None","TI 1.0 Participant","","","Pleasant Pediatrics","","Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLd9IAE","0","","THE RIVER SOURCE TREATMENT CEN","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(720) 336-8525","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-03-06 18:38:12","005Hs00000CSLH8IAP","2025-03-06 18:38:12","2025-01-28 00:00:00","","","","","0","ADULT BH","263527356","darrin.miller@theriversource.org","","","","","","","","","","","","","263527356","","","None","None","New TI Participant","","","The River Source Treatment Center","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdAIAU","0","","PHOENIX FAMILY MEDICAL CARE","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(602) 388-4299","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:06:34","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT PCP","263892032","snelsonpfmc@outlook.com","","","","","","","","","","","","","263892032","","","None","None","TI 1.0 Participant","","","Phoenix Family Medical Care","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdBIAU","0","","PARTNERS IN RECOVERY LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 431-9008","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:04:26","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","ADULT BH;ADULT PCP","264681471","latrice.hickman@copahealth.org","","","","","","","","","","","","","264681471","","","None","None","TI 1.0 Participant","","","Partners In Recovery, Copa Health","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdCIAU","0","","TOTAL MEDICAL CARE LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:51:35","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","264754722","drqasimyar@gmail.com","","","","","","","","","","","","","264754722","","","None","None","TI 1.0 Participant","","","Total Medical Care","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdDIAU","0","","SKYLINE PEDIATRICS PROFESSIONA","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(520) 834-5020","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:29:25","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","PEDS PCP","270120778","beccaandbrice@yahoo.com","","","","","","","","","","","","","270120778","","","None","None","TI 1.0 Participant","","","Skyline Pediatrics","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdEIAU","0","","AURORA BEHAVIORAL HEALTHCARE","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:41:58","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT BH;PEDS BH","271239632","desiree.montemayor@aurorabehavioral.com","","","","","","","","","","","","","271239632","","","None","None","TI 1.0 Participant","","","Aurora Behavioral Health","","None","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdFIAU","0","","DOUG MAREADY MD PLLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:57:17","005Hs00000CSLH8IAP","2025-01-06 21:57:17","2024-10-18 00:00:00","","","","","0","ADULT PCP","271359001","dougm@forte-wellbeing.com","","","","","","","","","","","","","271359001","","","None","None","New TI Participant","","","Maready Medical","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Withdrawn;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdGIAU","0","","MERCY GRACE PRIVATE PRACTICE","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:44:22","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT PCP;PEDS PCP","272153464","oijaola@mgppaz.com","","","","","","","","","","","","","272153464","","","None","None","TI 1.0 Participant","","","Mercy Grace Private Practice","","Equality Health;Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdHIAU","0","","BETHESDA PEDIATRICS OF QUEEN C","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:43:17","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","PEDS PCP","272335759","elmer@pediatricsqc.com","","","","","","","","","","","","","272335759","","","None","None","TI 1.0 Participant","","","Bethesda Pediatrics Of Queen Creek","","Equality Health;Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdIIAU","0","","PAPA BEAR PEDIATRICS LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 23:00:57","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","PEDS PCP","272968537","papabearpediatrics@gmail.com","","","","","","","","","","","","","272968537","","","None","None","New TI Participant","","","Papa Bear Pediatrics","","None","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdJIAU","0","","NEIGHBORHOOD OUTREACH ACCESS TO HEALTH","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-14 17:48:40","005Hs00000EGF78IAH","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","JUSTICE","273188239","warmendariz@noahhelps.org","","","","","","","","","","","","","273188239","","","None","None","New TI Participant","","","NOAH","","","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: Eligible"
"001Hs000037iLdKIAU","0","","CRISIS PREPARATION & RECOVERY","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 804-0326 x3002","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 21:54:41","005Hs00000CSLH8IAP","2025-03-14 17:31:00","2025-03-14 00:00:00","","","","","1","ADULT BH","421528589","ksaxpahl@cprecovery.com","","","","","","","","","","","","","421528589","","","None","None","TI 1.0 Participant","","","Crisis Preparation & Recovery","","Equality Health","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdLIAU","0","","INTERMOUNTAIN HEALTH CENTER","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2024-09-05 04:41:59","005Hs00000EHnDPIA1","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT BH;PEDS BH","421582826","rlopez@ichd.net","","","","","","","","","","","","","421582826","","","None","None","TI 1.0 Participant","","","Intermountain Health Center","","","","","","","","","","Y1 - Adult BH: Eligible;Y1 - Adult PCP: No Application;Y1 - Peds BH: Eligible;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdMIAU","0","","SCOTTSDALE PEDIATRICS & PEDIAT","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","(480) 585-5200 ext. 508","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-07 20:26:22","005Hs00000CSLH8IAP","2025-03-14 17:31:05","2025-03-14 00:00:00","","","","","1","PEDS PCP","421641747","kmoreno@agavepediatrics.com","","","","","","","","","","","","","421641747","","","None","None","TI 1.0 Participant","","","Agave Pediatrics","","Phoenix Children's Care Network","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: No Application;Y1 - Peds BH: No Application;Y1 - Peds PCP: Eligible;Y1 - Justice: No Application"
"001Hs000037iLdNIAU","0","","KYRENE INTERNAL MEDICINE PLLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-01-06 22:41:08","005Hs00000CSLH8IAP","2025-03-14 17:31:04","2025-03-14 00:00:00","","","","","1","ADULT PCP","452585407","dorette@kyreneinternalmedicine.com","","","","","","","","","","","","","452585407","","","None","None","New TI Participant","","","Kyrene Internal Medicine","","Equality Health","","","","","","","","Y1 - Adult BH: No Application;Y1 - Adult PCP: Eligible;Y1 - Peds BH: No Application;Y1 - Peds PCP: No Application;Y1 - Justice: No Application"
"001Hs000037iLdOIAU","0","","RAGHAV LLC","Customer","000000000000000AAA","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","005Hs00000CSMBoIAP","2024-01-29 21:43:32","005Hs00000CSMBoIAP","2025-03-06 18:38:04","005Hs00000CSLH8IAP","2025-03-06 18:38:04","2025-03-04 00:00:00","","","","","0","ADULT PCP","453354968","tammy.baron@moremd.net","","","","","","","","","","","","","453354968","","","None","None","New TI Participant","","","MoreMD","","Equality Health","","","","","","","",""
